LON	LAT	COUNT
114.143555	38.299252	2.6968750954
114.093193	40.298611	3.174074173
114.093468	38.199188	2.4476671219
114.093185	40.348598	2.4782607555
114.143547	38.349251	2.4183142185
114.09346	38.249195	2.9698796272
114.143547	38.39925	1.9804618359
114.143272	40.548565	2.6842105389
114.143539	38.449245	2.0750000477
114.143532	38.499241	1.3928571939
114.193672	38.599304	1.5505617857
114.143524	38.549229	1.9139072895
114.193665	38.649288	2.0450451374
114.143257	40.648502	1.7491961718
114.14325	40.698471	4.3090910912
114.193665	38.699272	1.8506666422
114.143517	38.599216	1.7292225361
114.143517	38.6492	1.6799999475
114.193657	38.749249	1.5609755516
114.143234	40.798397	1.5882352591
114.193649	38.799225	2.8701443672
114.143509	38.699181	3.6984374523
114.143227	40.848354	1.7894736528
114.143501	38.749161	1.8457944393
114.193642	38.849197	5.2320218086
114.143219	40.898315	1.6153845787
114.193634	38.89917	1.6900000572
114.193634	38.949139	2
114.143486	38.84911	9.9860935211
114.143211	40.948273	1.5
114.143204	40.99823	1.6730768681
114.193619	39.04908	1
114.143478	38.949051	1
114.143196	41.098145	2
114.193611	39.099049	2.3846154213
114.143188	41.148106	2
114.143463	39.048988	2
114.193604	39.149017	2.3025209904
114.193604	39.19899	2
114.143456	39.098961	2.3955554962
114.143448	39.14893	2
114.193596	39.248962	1.4761904478
114.143448	39.198898	1.682926774
114.143166	41.297997	1.8771929741
114.143158	41.347965	1.8395061493
114.193581	39.348911	1.9527273178
114.143433	39.298847	2
114.14315	41.397938	1.3265305758
114.193565	39.448868	6.6219511032
114.143143	41.44791	2.003436327
114.143425	39.34882	2.6178572178
114.193565	39.498852	2.7000000477
114.143417	39.3988	3.7319819927
114.143135	41.49789	2
114.14341	39.44878	1.913043499
114.143127	41.547871	1.7217391729
114.14341	39.49876	1.4400000572
114.143127	41.597858	1.7741935253
114.19355	39.598824	1.5
114.14312	41.647846	1.4400000572
114.193542	39.648811	1.875
114.143394	39.598732	2
114.193535	39.698803	2.8787097931
114.143112	41.697838	1.8135592937
114.193527	39.748798	2.5961995125
114.143105	41.747833	1.7538461685
114.143379	39.698715	3.2802197933
114.143097	41.797829	2.789473772
114.193527	39.798794	2.6232464314
114.19352	39.848789	1.9249999523
114.143372	39.748711	2.0974729061
114.143089	41.847832	1.663043499
114.193512	39.898788	3
114.143372	39.798702	1.9824560881
114.143082	41.897831	1.6000000238
114.193504	39.948788	1.8706896305
114.143364	39.848701	2.0882353783
114.143074	41.947834	2.3399999142
114.143066	41.997841	1.444444418
114.193497	39.998783	3.1238937378
114.143356	39.898697	1
114.193489	40.048782	1.682926774
114.143349	39.948696	2.7461140156
114.193748	37.99929	2.1104199886
114.143341	39.998695	2.7622377872
114.193741	38.049301	2.8849692345
114.193489	40.098778	2.5211267471
114.193733	38.099312	1.9150943756
114.193481	40.148773	1.6455695629
114.143333	40.048691	4.4530386925
114.193474	40.198769	2
114.193726	38.149323	2.6438848972
114.143326	40.148685	1.5
114.193466	40.24876	2.305555582
114.193726	38.199329	5.3902587891
114.143318	40.198677	1.4299064875
114.193459	40.298748	1.5703125
114.19371	38.299339	2.7561435699
114.143311	40.248669	2.0860214233
114.143303	40.29866	1.5842696428
114.193443	40.39872	2.2674999237
114.193703	38.349342	2.4525547028
114.193443	40.4487	1.6599999666
114.193695	38.399342	1.9291187525
114.193695	38.449337	2.5379464626
114.193436	40.49868	1.9518899918
114.143288	40.398628	2.0848484039
114.193428	40.548653	1.375
114.193687	38.499329	1.9827586412
114.143272	40.498589	2.068965435
114.19368	38.54932	2.2592954636
114.19342	40.598625	2
114.193405	40.698559	1.661290288
114.193413	40.648594	1.8053097725
114.243752	38.74929	1.7596899271
114.243484	40.848488	2.0666666031
114.243744	38.799267	3.8427906036
114.243477	40.898445	1.875
114.243736	38.849239	2.0935828686
114.243469	40.948402	1
114.19339	40.848446	2.2983870506
114.243729	38.899212	2.4034090042
114.193382	40.898403	1.4583333731
114.243713	38.999153	2
114.243454	41.048321	2.4752476215
114.243713	39.049122	1.2380952835
114.193367	40.998318	1.7704918385
114.243446	41.098278	1.5588235855
114.243439	41.148239	2
114.243706	39.099091	2
114.243439	41.1982	1.7000000477
114.193352	41.098236	2
114.243698	39.149059	1.7111110687
114.24369	39.199032	1.84375
114.193344	41.148193	1
114.243431	41.248161	2
114.24369	39.249004	2
114.243423	41.298126	1.8181818724
114.193336	41.198158	2.4193549156
114.243683	39.298977	1
114.193336	41.248119	2
114.243416	41.348099	1.652777791
114.243408	41.398067	1
114.193329	41.298084	2.2148149014
114.243675	39.348953	2.6489362717
114.243401	41.448044	1.7674418688
114.193321	41.348053	1.5599999428
114.243668	39.39893	3.8076407909
114.24366	39.44891	3.8308308125
114.193314	41.398026	1
114.243393	41.49802	1.4871795177
114.243652	39.498894	1.9176470041
114.243385	41.548004	1.2461538315
114.193306	41.448002	2.3333332539
114.243378	41.597988	2.0879120827
114.193298	41.497978	1.7529411316
114.243652	39.548878	1.875
114.193291	41.547962	1
114.243378	41.647976	1.6415094137
114.243645	39.598866	1.8085106611
114.24337	41.697968	1.7011494637
114.243637	39.648853	1
114.193283	41.597946	2.4272727966
114.243362	41.747963	2
114.193275	41.647934	1.586206913
114.243629	39.698849	3.1066944599
114.193268	41.697926	1.4242423773
114.243355	41.797962	1
114.19326	41.747921	2
114.243614	39.798836	2.5376884937
114.243347	41.847961	1.46875
114.19326	41.79792	1.5061728954
114.243332	41.947968	1.7272727489
114.193253	41.847919	2
114.243607	39.89883	1.8454545736
114.243324	41.997971	1.1730768681
114.243591	39.998825	3.1457905769
114.193237	41.947926	2.0123457909
114.293816	37.999287	7.0998134613
114.19323	41.997929	2
114.243584	40.048824	2.7857143879
114.2938	38.099308	4.2972583771
114.243584	40.09882	1.695187211
114.243835	37.999332	2.5054545403
114.243576	40.148815	1.8632478714
114.2938	38.149319	3.2722949982
114.243828	38.049343	5.1543002129
114.243828	38.099354	3.0506823063
114.293793	38.199326	3.1080522537
114.243561	40.248802	1.5
114.24382	38.149364	2.9070880413
114.293785	38.249332	3.1043770313
114.243813	38.199371	2.5582253933
114.243553	40.29879	1.7868852615
114.293777	38.299335	3.4926605225
114.243805	38.249378	2.2149531841
114.293777	38.349339	3.2142856121
114.243546	40.348778	1.5714285374
114.243538	40.398762	2.0261282921
114.29377	38.399338	3.050463438
114.243805	38.299381	2.5410959721
114.243538	40.448742	2.023809433
114.243797	38.349384	2.533178091
114.293762	38.449333	3.1006405354
114.24353	40.498722	2.4587628841
114.24379	38.399384	1.9079422951
114.293755	38.499329	2.1308641434
114.243782	38.449379	2.5332605839
114.293747	38.549316	1.9083503485
114.243515	40.598667	2
114.243774	38.499371	2.2170283794
114.293747	38.599304	1.5741935968
114.243507	40.648636	2.4133017063
114.243774	38.549362	2.2949309349
114.293739	38.649288	2.1142857075
114.2435	40.698601	1
114.243767	38.59935	1.8846154213
114.243759	38.64933	1.8930481672
114.243752	38.699314	1.8979592323
114.293732	38.699268	1.5208333731
114.343628	38.849106	2.0491802692
114.34362	38.899075	1.8068181276
114.293724	38.749245	2.1657607555
114.293457	40.848442	1.8813558817
114.293449	40.898403	1.7105263472
114.293716	38.799221	2.2678260803
114.343613	38.949047	1.9079283476
114.343613	38.999016	1.6262626648
114.293716	38.849197	2.1985018253
114.293442	40.998318	1.7037037611
114.293709	38.899166	2.1660778522
114.293434	41.048275	1.4545454979
114.343597	39.098953	2
114.293701	38.949139	1.8324607611
114.293427	41.098232	2
114.293694	38.999107	1.5499999523
114.293419	41.148193	1
114.293686	39.049076	2
114.343582	39.248867	1.8867924213
114.293411	41.198154	1.3125
114.293404	41.248119	1
114.343575	39.29884	2.7285714149
114.293671	39.198986	2.6315789223
114.293663	39.248959	2.8805971146
114.343559	39.398792	4.1428570747
114.293388	41.398022	1.3928571939
114.343552	39.448772	2.1413042545
114.293655	39.298931	1.6222221851
114.293381	41.447998	1
114.343544	39.498756	2.7219731808
114.293648	39.398888	3.8592436314
114.343544	39.54874	1.7875000238
114.293373	41.497978	2.2075471878
114.343536	39.598728	1.5849056244
114.293365	41.547958	2.0945272446
114.29364	39.448868	2.3530864716
114.293358	41.597942	2.082644701
114.293633	39.498848	2.3398692608
114.293625	39.548832	1.5789474249
114.29335	41.64793	1.2875000238
114.343521	39.698711	7.4583334923
114.293617	39.59882	1
114.293343	41.697926	2.5138888359
114.343513	39.748703	2.6085627079
114.293335	41.747917	1.3103448153
114.343506	39.798698	2.3306288719
114.293327	41.797916	1.3125
114.343506	39.848698	2.6017699242
114.29361	39.698803	3.9565217495
114.293602	39.748795	4.5861368179
114.343498	39.898693	2.2173912525
114.29332	41.847916	1
114.293594	39.79879	2.1216216087
114.293312	41.947922	1.4727272987
114.343483	39.998692	1.3103448153
114.293587	39.848789	1.9237288237
114.293304	41.997929	1.5725190639
114.343475	40.048687	2.1477272511
114.293587	39.898785	3.7929294109
114.343468	40.098682	2.3263888359
114.293571	39.998779	1.7425742149
114.343468	40.148682	1.8035714626
114.293564	40.048779	2.472440958
114.343719	38.099216	3.4943311214
114.293556	40.098778	1.7782608271
114.343452	40.248665	2
114.343712	38.149227	3.9157721996
114.343445	40.298656	1
114.293549	40.148769	1.9655172825
114.343704	38.199234	2.6701388359
114.343437	40.34864	1.5980392694
114.343704	38.249241	6.6846013069
114.34343	40.398624	3.172151804
114.293541	40.248756	1.7872340679
114.343689	38.349247	3.9829456806
114.343422	40.448608	1.7903225422
114.343414	40.498585	2.25
114.343681	38.399246	2.6496062279
114.293518	40.398716	1.694444418
114.343414	40.548557	1.7857142687
114.343674	38.449242	2.0432431698
114.343407	40.59853	1.2045454979
114.29351	40.448696	1.4264706373
114.343674	38.499237	2.397765398
114.343666	38.549225	2.2706155777
114.293503	40.498676	1.3965517282
114.343399	40.648499	9.0281181335
114.293503	40.548653	1.4047619104
114.343391	40.698467	1.7098765373
114.343658	38.599213	3.0248756409
114.293495	40.598621	1
114.343651	38.649197	1.7563451529
114.293488	40.648594	2.1691176891
114.343643	38.699177	2.2456748486
114.29348	40.698559	3.5559999943
114.343643	38.749153	1.8617020845
114.343369	40.848351	1.7857142687
114.343636	38.799129	1.7009131908
114.293472	40.74852	2
114.343361	40.898312	1.4912281036
114.343361	40.948269	1.8235293627
114.39357	38.998966	1.8639999628
114.343353	40.998226	1
114.393562	39.048935	2
114.343346	41.048183	1.5402299166
114.393562	39.098904	1.9539474249
114.39328	41.247974	2
114.393547	39.198845	1
114.393272	41.297939	2
114.34333	41.148102	1.7195122242
114.393265	41.347908	3
114.393539	39.248817	2.0918366909
114.393257	41.397881	2
114.343315	41.248028	3
114.393532	39.29879	3.3095238209
114.39325	41.447857	1
114.393532	39.348766	1.7906976938
114.393242	41.497833	1.7946428061
114.3433	41.347961	1.8095238209
114.393234	41.547813	1.8636363745
114.343292	41.39793	1.6309523582
114.393509	39.498707	3.0607287884
114.343292	41.447906	1.8488372564
114.393227	41.597801	1.4197530746
114.393501	39.548691	1.9555555582
114.343285	41.497887	1.461538434
114.393219	41.647789	1.7851239443
114.393211	41.697781	2.0686273575
114.393494	39.598679	1
114.343277	41.547867	2.3183391094
114.393211	41.747776	2.457627058
114.343269	41.597851	2
114.343262	41.647839	1.625
114.393486	39.698658	2.0133333206
114.343254	41.69783	1.962962985
114.393196	41.847775	3.4126985073
114.393478	39.748653	2.9808061123
114.393471	39.798649	5.5021457672
114.343246	41.747826	1.1866666079
114.343239	41.797825	2
114.393181	41.947781	1.6315789223
114.393463	39.848644	5.4059829712
114.343231	41.847824	1.5833333731
114.393456	39.898643	2.027971983
114.393456	39.948639	1
114.343224	41.897827	1.538461566
114.39344	40.048637	1.8023256063
114.343208	41.997833	1.394736886
114.443764	38.149223	4.5104165077
114.393433	40.098633	1.8668555021
114.393425	40.148628	1.949416399
114.443756	38.199234	4.6551318169
114.393417	40.198624	2
114.443748	38.249241	3.5129208565
114.443748	38.299244	3.5139484406
114.39341	40.298603	1.6818181276
114.393669	38.199184	4.4039664268
114.443741	38.349243	3.4110648632
114.443733	38.399242	3.0072991848
114.393394	40.398575	3.1069042683
114.443726	38.449242	3.6799430847
114.393661	38.299194	3.860881567
114.393654	38.349197	2.8892307281
114.393387	40.448555	1.75
114.443726	38.499233	3.2145521641
114.393646	38.399197	3.9051382542
114.443718	38.549225	1.8851063251
114.393372	40.548508	1.5
114.44371	38.599209	2.3542602062
114.393639	38.449192	2.6662435532
114.393631	38.499184	2.4795322418
114.393364	40.59848	3.7356321812
114.443703	38.649193	1.7420289516
114.443695	38.699177	1.8074866533
114.393631	38.549175	1.801431179
114.443687	38.749153	2.5294117928
114.393623	38.599159	2.5400943756
114.393356	40.698414	2.4398341179
114.393616	38.649143	1.9468084574
114.393349	40.748379	1.9375
114.443687	38.799129	3.573394537
114.393341	40.79834	2
114.393608	38.699123	1.9419014454
114.44368	38.849102	2.1148035526
114.393333	40.848297	1.7631578445
114.443672	38.899075	2.0696864128
114.3936	38.749104	1.6871657372
114.443665	38.949043	1.4761904478
114.3936	38.79908	2.0536913872
114.393593	38.849052	2.2123894691
114.443665	38.999016	1
114.393318	40.948215	2
114.393311	40.998173	2.4500000477
114.393585	38.899025	1.6782609224
114.443657	39.048985	1.9790794849
114.443649	39.098953	1.6440677643
114.393578	38.948994	1.8360655308
114.393303	41.04813	2.544303894
114.443367	41.248024	2
114.443642	39.148922	1.9245283604
114.493813	39.298973	2.3666665554
114.443359	41.297989	1.25
114.443634	39.198895	1.3783783913
114.493813	39.348949	2.4892473221
114.493805	39.398926	2
114.443352	41.347958	2
114.443626	39.248863	1.7687075138
114.443626	39.29884	1.7400000095
114.443352	41.39793	1.7457627058
114.443344	41.447903	1.5882352591
114.49379	39.498886	2.1410255432
114.443611	39.398792	1.6060606241
114.443336	41.497883	1.40625
114.443329	41.547863	1.0892857313
114.443321	41.597851	1.444444418
114.443314	41.647839	1.751724124
114.493767	39.698841	1.2391303778
114.443588	39.54874	1.2647058964
114.443306	41.69783	1.8469387293
114.493759	39.748837	3.1052632332
114.443298	41.747826	2.2745099068
114.493752	39.798828	3.2550251484
114.443573	39.698708	3.03937006
114.443291	41.797821	1.2571429014
114.493752	39.848827	3.0789163113
114.443565	39.748703	2.412727356
114.493744	39.898823	2.466019392
114.493736	39.948822	1.8633093834
114.443275	41.897823	1.4838709831
114.443558	39.798698	2.2542016506
114.493729	39.998821	1.9473683834
114.443275	41.947826	1.9280575514
114.443558	39.848694	3.9047014713
114.493721	40.048817	1.8035714626
114.44355	39.898689	1.8526011705
114.493713	40.098816	1.6837944984
114.493713	40.148811	4.4145197868
114.443535	39.998688	1
114.493706	40.198803	2.4019370079
114.493698	40.248795	2
114.44352	40.098682	2.7082295418
114.49395	38.199368	3.7795670033
114.443512	40.148678	3.1081080437
114.443512	40.198669	3.1632652283
114.493942	38.249374	3.2675323486
114.493935	38.299377	3.2854030132
114.493675	40.398754	1.6708860397
114.493675	40.448738	2.2132866383
114.493927	38.34938	2.9013061523
114.493668	40.498714	3.5093696117
114.493927	38.39938	8.9280433655
114.49366	40.548691	1.3220338821
114.443481	40.398624	1.7634408474
114.493919	38.449375	3.636475563
114.443474	40.448605	5.331533432
114.493912	38.499367	2.786085844
114.493652	40.598663	1.7272727489
114.493904	38.549358	2.087982893
114.443466	40.498581	2.3421051502
114.493645	40.648628	3.1029810905
114.493637	40.698597	3.2474689484
114.443466	40.548557	2.308016777
114.493896	38.599342	2.0481750965
114.443459	40.59853	2
114.493629	40.748562	2.3520710468
114.493896	38.649326	2.8061366081
114.493629	40.798523	1.7446808815
114.493889	38.699306	4.0070300102
114.443451	40.648499	3.1085898876
114.493622	40.84848	1
114.443443	40.698463	3.1061151028
114.493881	38.749287	2.0943396091
114.493874	38.799259	2.6858406067
114.443436	40.748428	3.4307692051
114.493614	40.898441	1
114.443428	40.798389	2.9433963299
114.493607	40.948399	2
114.493874	38.849236	2.2264957428
114.493599	40.998356	3.6470587254
114.493866	38.899208	2.3571429253
114.493591	41.048313	2
114.493858	38.949177	1.9731543064
114.493584	41.09827	1.4393939972
114.493851	38.999146	1.7394366264
114.493584	41.148232	1
114.443405	40.998222	1
114.443398	41.04818	1
114.493576	41.198193	1.6363636255
114.493843	39.099087	2.7122507095
114.44339	41.098141	2.0816326141
114.493568	41.248158	1
114.493835	39.149055	2.9857141972
114.493561	41.298122	1.9435484409
114.493553	41.348091	1.7525773048
114.443375	41.198059	1.6666666269
114.543983	39.449039	2
114.543724	41.54813	2.0599999428
114.493546	41.398064	1.7982456684
114.543716	41.598114	2.2463767529
114.543983	39.49902	1
114.493538	41.448036	1.4857143164
114.49353	41.498016	1.5507246256
114.543976	39.549007	2.1428570747
114.543709	41.648106	1.2631578445
114.543701	41.698097	1.6111111641
114.49353	41.547997	1
114.543694	41.748093	1.7982456684
114.493523	41.59798	1
114.493515	41.647972	1.3181818724
114.493507	41.697964	2
114.543953	39.748966	2.7699999809
114.4935	41.747959	1
114.543938	39.848961	9.5219564438
114.493484	41.847954	1
114.543663	41.9981	1.288461566
114.54393	39.898956	2.6881258488
114.493477	41.897957	3.1914894581
114.543922	39.948956	2.1327433586
114.543922	39.998955	2
114.493469	41.94796	3.2173912525
114.594223	38.049522	8.6749296188
114.543915	40.04895	2
114.594215	38.099529	5.9283905029
114.543907	40.098949	1.4308942556
114.594215	38.14954	6.0094213486
114.594208	38.199551	4.2813606262
114.5439	40.148945	1.9227799177
114.543892	40.198936	2.306098938
114.5942	38.249554	2.8414633274
114.543884	40.248928	2.2439024448
114.594193	38.299561	3.4658670425
114.543884	40.29892	2.2967033386
114.544128	38.199497	4.8547830582
114.594193	38.34956	3.6870369911
114.544128	38.249508	3.1410255432
114.594185	38.399559	3.4362244606
114.543869	40.398891	1.7848101854
114.544121	38.299511	4.0188508034
114.594177	38.449554	3.9300937653
114.544113	38.34951	3.6207692623
114.543861	40.448872	1.7848101854
114.594177	38.49955	3.818965435
114.59417	38.549538	4.5826630592
114.543854	40.498848	1.8294798136
114.544113	38.399509	9.5005426407
114.543854	40.548824	2
114.594162	38.599525	3.4703702927
114.544106	38.449509	3.5190417767
114.544098	38.4995	3.6751954556
114.543846	40.598797	1.5652173758
114.594154	38.649509	2.6195321083
114.54409	38.549492	2.2804675102
114.594154	38.69949	2.9473683834
114.543839	40.648766	3.4658753872
114.594147	38.74947	6.636578083
114.544083	38.599476	2.7767856121
114.543831	40.69873	3.4517610073
114.594139	38.799442	3.6803607941
114.543823	40.748692	1.823943615
114.544083	38.64946	3.7034573555
114.543816	40.798656	1.6216216087
114.544075	38.69944	5.5966100693
114.594131	38.849419	3.0661478043
114.544067	38.74942	2.1723484993
114.594124	38.899391	2.6790351868
114.54406	38.799397	2.835722208
114.594124	38.94936	1.5721925497
114.543808	40.898575	1
114.594116	38.999329	1.7757009268
114.54406	38.849369	2.2114384174
114.543793	40.998489	1.2830188274
114.544052	38.899342	2.3168723583
114.594109	39.049297	2.0576922894
114.594101	39.09927	1
114.543785	41.048447	1.2894736528
114.544044	38.94931	2.2677166462
114.543777	41.098404	1.6976743937
114.594101	39.149239	1.9516129494
114.544037	38.999279	2
114.594093	39.199207	1.4878048897
114.544037	39.049252	1
114.54377	41.148365	1.3391304016
114.54377	41.198326	1.4186046124
114.594086	39.24918	1.8391304016
114.544029	39.09922	2.4897196293
114.544022	39.149189	1.7999999523
114.543762	41.248287	2
114.594078	39.299156	3.3835616112
114.543755	41.298256	2.3111112118
114.594078	39.349129	2.629629612
114.543747	41.348225	1.6545454264
114.543739	41.398193	1.625
114.544006	39.299107	1.4757281542
114.543732	41.44817	1.6785714626
114.543999	39.349079	2.0372881889
114.543732	41.49815	1.5
114.59407	39.399109	1.8441557884
114.593803	41.498199	1.7346938848
114.594063	39.449089	2.4000000954
114.593803	41.54818	1.8928571939
114.64399	39.598991	2.3928570747
114.593796	41.598164	1.6399999857
114.643982	39.648979	1.5
114.594055	39.499069	2.7096774578
114.594048	39.549053	2.0769231319
114.593788	41.648151	1.3333333731
114.594048	39.599041	2
114.593781	41.698147	2
114.643967	39.748966	3.2222223282
114.593773	41.748138	1.9019607306
114.643967	39.798962	3.2684366703
114.643959	39.848957	4.9189190865
114.594032	39.699024	2.5620439053
114.643951	39.898956	2.9267101288
114.594025	39.749016	1.8016303778
114.593758	41.89814	2
114.643944	39.948952	1.8670309782
114.594025	39.799011	4.9628834724
114.59375	41.948143	2.2444443703
114.643936	39.998951	2.1649122238
114.594017	39.84901	2.6095552444
114.594009	39.899006	2.1160540581
114.593742	41.99815	1.625
114.643929	40.04895	2.6955018044
114.643929	40.098946	4.1906781197
114.594002	39.949005	3.3313782215
114.593994	39.999004	2.1467890739
114.643921	40.148941	2.1115241051
114.644165	38.049469	5.3097281456
114.593987	40.049	2.1132075787
114.644165	38.09948	4.0852108002
114.643913	40.198936	2.4084880352
114.644157	38.14949	4.8247785568
114.643906	40.248928	2.1582734585
114.593987	40.098995	2.5639810562
114.643898	40.298916	2.2553846836
114.64415	38.199497	3.476098299
114.593979	40.148994	2.4081995487
114.644142	38.249504	7.8699531555
114.593971	40.198986	2.5145630836
114.64389	40.398888	1
114.593964	40.248978	5.7964520454
114.593956	40.298969	2.1674640179
114.644127	38.399509	4.3445191383
114.643875	40.498844	1.7314814329
114.593956	40.348953	1.7179486752
